#!,Workbook:,Custom,Custom
#!,Para reproducir estos datos: abra el archivo original de Excel, haga clic en el botón *Importar archivo de datos* de la pestaña *Secuencia de datos* de la cinta de opciones y desplácese hasta este archivo.
#!,Para obtener más información, visite http://aka.ms/hackingstem/
98626,0
98636,0
98647,0
98657,0
98667,0
98677,0
98688,0
98698,0
98708,0
98719,0
98729,0
98740,0
98750,0
98760,0
98770,0
98781,0
98791,0
98801,0
98811,0
98822,0
98832,0
98842,0
98853,0
98864,0
98874,0
98884,0
98894,0
98905,0
98915,0
98925,0
98935,0
98946,0
98956,1
98966,1
98977,1
98988,1
98998,1
99008,1
99018,1
99028,1
99039,1
99049,1
99059,1
99069,1
99080,1
99090,1
99101,1
99111,1
99122,1
99132,1
99142,1
99152,1
99163,1
99173,1
99183,1
99193,1
99204,1
99214,1
99225,1
99235,1
99246,1
99256,1
99266,1
99276,1
99287,1
99297,1
99307,1
99317,1
99328,1
99338,1
99349,1
99359,1
99369,1
99380,1
99390,1
99400,1
99410,1
99421,1
99431,1
99441,1
99451,1
99462,1
99473,1
99483,1
99493,1
99504,1
99514,0
99524,0
99534,0
99545,0
99555,0
99565,0
99575,0
99586,0
99597,0
99607,0
99617,0
99628,0
99638,0
99648,0
99658,0
99668,0
99679,0
99689,0
99699,0
99709,0
99721,0
99731,0
99741,0
99751,0
99762,0
99772,0
99782,0
99792,0
99803,0
99813,0
99823,0
99833,0
99845,0
99855,0
99865,0
99875,0
99886,1
99896,1
99906,1
99916,1
99927,1
99937,1
99947,1
99957,1
99969,1
99979,1
99989,1
99999,1
100009,1
100020,0
100030,0
100040,0
100050,0
100062,0
100072,0
100082,0
100092,0
100103,1
100113,1
100123,1
100133,1
100145,1
100155,1
100165,1
100175,1
100186,1
100196,1
100206,0
100216,0
100228,0
100238,0
100248,0
100258,0
100269,0
100279,1
100289,1
100299,1
100311,1
100321,1
100331,1
100341,1
100352,0
100362,0
100372,0
100382,0
100393,0
100404,0
100414,1
100424,1
100434,1
100445,1
100455,1
100466,1
100476,0
100487,0
100497,0
100507,0
100517,0
100528,0
100538,1
100549,1
100559,1
100570,1
100580,1
100590,0
100600,0
100611,0
100621,0
100632,0
100642,1
100653,1
100663,1
100673,1
100683,1
100694,0
100704,0
100715,0
100725,0
100736,1
100746,1
100756,1
100766,1
100776,1
100788,0
100798,0
100808,0
100818,0
100829,1
100839,1
100849,1
100860,1
100871,1
100881,0
100891,0
100901,0
100912,1
100922,1
100932,1
100943,1
100954,1
100964,0
100974,0
100984,0
100995,1
101005,1
101015,1
101026,1
101037,0
101047,0
101057,0
101067,1
101078,1
101088,1
101098,1
101109,0
101120,0
101130,0
101140,1
101150,1
101160,1
101171,1
101182,0
101192,0
101202,0
101213,1
101223,1
101233,1
101243,1
101254,0
101265,0
101275,1
101285,1
101296,1
101306,1
101316,0
101326,0
101337,0
101348,1
101358,1
101368,1
101379,0
101389,0
101399,0
101409,1
101420,1
101431,1
101441,0
101451,0
101462,0
101472,1
101482,1
101492,1
101504,0
101514,0
101524,1
101534,1
101544,1
101555,0
101565,0
101575,0
101586,1
101597,1
101607,1
101617,0
101627,0
101638,1
101648,1
101659,1
101669,0
101680,0
101690,0
101700,1
101710,1
101721,0
101731,0
101742,0
101752,1
101763,1
101773,1
101783,0
101793,0
101804,1
101814,1
101825,1
101835,0
101846,0
101856,1
101866,1
101876,0
101886,0
101897,0
101908,1
101918,1
101928,0
101939,0
101949,1
101959,1
101969,1
101981,0
101991,0
102001,1
102011,1
102022,0
102032,0
102042,1
