#!,Workbook:,Custom,Custom
#!,Para reproducir estos datos: abra el archivo original de Excel, haga clic en el botón *Importar archivo de datos* de la pestaña *Secuencia de datos* de la cinta de opciones y desplácese hasta este archivo.
#!,Para obtener más información, visite http://aka.ms/hackingstem/
2427584,0
2427595,0
2427608,0
2427619,0
2427630,0
2427641,0
2427653,0
2427665,0
2427676,0
2427687,0
2427699,0
2427710,0
2427721,0
2427734,0
2427745,0
2427756,0
2427767,0
2427779,0
2427790,0
2427802,0
2427813,0
2427825,0
2427836,0
2427847,0
2427858,0
2427871,0
2427882,0
2427893,0
2427905,0
2427916,0
2427927,0
2427939,1
2427951,1
2427962,0
2427973,0
2427984,0
2427997,0
2428008,0
2428019,0
2428030,0
2428042,0
2428053,0
2428065,0
2428077,0
2428088,0
2428099,0
2428110,0
2428122,0
2428134,1
2428145,1
2428156,0
2428168,0
2428179,0
2428190,0
2428203,0
2428214,0
2428225,0
2428236,1
2428248,0
2428259,0
2428271,0
2428282,0
2428294,0
2428305,0
2428316,0
2428327,1
2428340,0
2428351,0
2428362,0
2428374,0
2428385,0
2428397,0
2428408,1
2428420,0
2428431,0
2428442,0
2428453,0
2428466,0
2428477,1
2428488,0
2428499,0
2428511,0
2428522,0
2428534,0
2428546,1
2428557,0
2428568,0
2428579,0
2428591,0
2428603,1
2428614,0
2428625,0
2428637,0
2428648,0
2428659,1
2428672,0
2428683,0
2428694,0
2428705,0
2428717,0
2428728,0
2428740,0
2428751,0
2428763,0
2428774,0
2428785,0
2428797,0
2428809,1
2428820,0
2428831,0
2428843,0
2428854,0
2428866,0
2428877,0
2428889,0
2428900,0
2428911,0
2428922,0
2428935,1
2428946,0
2428957,0
2428968,0
2428980,0
2428991,0
2429003,0
2429015,1
2429026,0
2429037,0
2429048,1
2429060,0
2429072,0
2429083,0
2429094,0
2429106,0
2429117,0
2429129,0
2429140,0
2429152,1
2429163,0
2429174,0
2429186,1
2429198,0
2429209,0
2429220,1
2429232,0
2429243,0
2429254,0
2429266,0
2429278,0
2429289,0
2429300,0
2429312,0
2429323,0
2429335,0
2429346,0
2429358,0
2429369,1
2429380,0
2429391,0
2429404,0
2429415,0
2429426,0
2429437,0
2429449,1
2429460,0
2429472,0
2429484,0
2429495,0
2429506,0
2429517,0
24295,1
2429541,0
2429552,0
2429563,0
2429575,0
2429586,0
2429598,0
2429609,0
2429621,0
2429632,0
2429643,0
2429655,0
2429667,0
2429678,0
2429689,0
2429701,0
2429712,0
2429723,0
2429735,0
2429747,0
