#!,Workbook:,Custom,Custom
#!,Para reproducir estos datos: abra el archivo original de Excel, haga clic en el botón *Importar archivo de datos* de la pestaña *Secuencia de datos* de la cinta de opciones y desplácese hasta este archivo.
#!,Para obtener más información, visite http://aka.ms/hackingstem/
1902156,0
1902168,0
1902180,0
1902191,0
1902202,0
1902214,0
1902225,0
1902236,0
1902248,1
1902260,1
1902271,1
1902282,1
1902294,1
1902305,1
1902317,1
1902328,1
1902340,1
1902351,1
1902362,1
1902374,1
1902386,1
1902397,0
1902408,0
1902419,0
1902431,0
1902443,0
1902454,0
1902466,0
1902477,0
1902488,0
1902499,0
1902512,0
1902523,0
1902534,0
1902545,0
1902557,1
1902568,0
1902580,0
1902592,0
1902603,0
1902614,0
1902625,0
1902637,0
1902649,0
1902660,0
1902671,0
1902683,0
1902694,0
1902706,1
1902717,0
1902729,0
1902740,0
1902751,0
1902763,0
1902775,0
1902786,0
1902797,0
1902809,0
1902820,0
1902831,0
1902843,0
1902855,0
1902866,0
1902877,0
1902888,1
1902900,0
1902912,0
1902923,0
1902935,0
1902946,0
1902957,1
1902968,0
1902981,0
1902992,0
1903003,0
1903014,0
1903026,1
1903038,0
1903049,0
1903060,0
1903072,0
1903083,1
1903094,0
1903107,0
1903118,0
1903129,0
1903140,1
1903152,0
1903163,0
1903175,0
1903186,0
1903198,0
1903209,0
1903220,0
1903232,0
1903244,1
1903255,0
1903266,0
1903278,0
1903289,0
1903300,0
1903312,0
1903324,0
1903335,0
1903346,0
1903357,0
1903369,0
1903381,1
1903392,0
1903404,0
1903415,0
1903426,0
1903438,0
1903450,0
1903461,1
1903472,0
1903483,0
1903495,0
1903507,0
1903518,0
1903529,0
1903541,0
1903552,0
1903563,0
1903576,1
1903587,0
1903598,0
1903609,1
1903621,0
1903632,0
1903644,1
1903655,0
1903667,0
1903678,0
1903689,0
1903700,0
1903713,0
1903724,0
1903735,0
1903747,0
1903758,0
1903769,1
1903781,0
1903793,0
1903804,0
1903815,0
1903826,1
1903839,0
1903850,0
1903861,0
1903873,0
1903884,1
1903895,0
1903907,0
1903919,0
1903930,0
1903941,0
1903952,0
1903964,1
1903976,0
1903987,0
1903998,0
1904010,0
1904021,0
1904032,0
1904045,1
1904056,0
1904067,1
1904078,0
1904090,0
1904101,0
1904113,0
1904124,0
1904136,0
1904147,0
1904158,0
1904171,0
1904182,0
1904193,0
1904204,0
1904216,0
1904227,0
1904239,0
1904250,0
1904262,0
1904273,0
1904284,0
1904295,1
1904308,0
1904319,1
1904330,0
1904342,0
1904353,0
1904364,0
1904376,0
1904388,0
1904399,0
1904410,0
1904421,1
1904433,0
1904445,0
1904456,0
1904467,0
1904479,0
1904490,0
1904501,0
1904514,0
1904525,0
1904536,0
1904547,0
1904559,0
1904571,0
1904582,0
1904593,1
1904605,0
1904616,0
1904627,0
1904640,0
1904651,0
1904662,0
1904673,0
1904685,1
1904696,0
1904708,0
1904719,0
1904731,0
1904742,0
1904753,0
1904764,0
1904777,0
1904788,0
1904799,0
1904811,0
1904822,0
1904833,0
1904845,0
1904857,1
1904868,0
1904879,0
1904890,1
1904903,0
1904914,0
1904925,0
1904936,0
1904948,0
1904959,0
1904971,1
1904983,0
1904994,0
1905005,0
1905016,0
1905028,0
1905040,0
1905051,0
1905062,0
1905074,0
1905085,0
1905096,1
1905108,0
1905120,0
1905131,0
1905142,1
1905154,0
1905165,0
1905177,0
1905188,1
1905200,0
1905211,0
1905222,0
1905234,0
1905246,0
1905257,0
1905268,0
1905280,0
1905291,1
1905303,0
1905314,0
1905326,0
1905337,0
1905348,1
1905359,0
1905372,0
1905383,0
1905394,0
1905405,1
1905417,0
1905428,0
1905440,0
1905452,0
1905463,0
1905474,0
1905485,0
1905497,0
1905509,0
1905520,0
1905531,0
1905543,1
1905554,0
1905565,0
1905577,0
1905589,0
1905600,0
1905611,0
1905623,1
1905635,0
1905646,0
1905657,0
1905669,0
1905680,0
1905691,0
1905703,0
1905715,1
1905726,0
1905737,0
1905748,0
1905760,0
1905772,0
1905783,0
1905795,0
1905806,0
1905817,0
1905828,1
1905841,0
1905852,0
1905863,0
1905874,0
1905886,0
1905897,0
1905909,0
1905921,0
1905932,0
1905943,0
1905954,0
1905967,0
1905978,0
1905989,1
1906000,1
1906012,1
1906023,0
1906035,0
1906046,0
1906058,0
1906069,0
1906080,0
1906092,0
1906104,0
1906115,0
1906126,0
1906138,0
1906149,0
1906160,0
1906172,0
1906184,0
1906195,0
1906206,0
1906217,0
1906229,0
1906241,0
1906252,0
1906264,0
1906275,0
1906286,0
1906297,0
1906310,0
1906321,0
1906332,1
1906343,1
1906355,1
1906367,1
1906378,1
1906390,1
1906401,0
1906412,0
1906423,0
1906436,0
1906447,0
1906458,0
1906469,0
1906481,0
1906492,0
1906504,0
1906515,0
1906527,0
1906538,0
1906549,0
1906561,0
1906573,0
1906584,0
1906595,0
1906607,0
1906618,0
1906629,0
1906641,0
1906653,0
1906664,0
1906675,0
1906686,0
1906699,0
1906710,0
1906721,0
1906733,0
1906744,0
1906755,0
1906767,0
1906779,0
1906790,0
1906801,0
1906812,0
1906824,0
1906836,0
1906847,0
1906859,0
1906870,0
1906881,0
1906892,0
1906905,0
1906916,0
1906927,0
1906938,0
1906950,0
1906961,0
1906973,0
1906984,0
1906996,1
1907007,1
1907018,1
1907030,1
1907042,1
1907053,1
1907064,1
1907076,1
1907087,1
1907099,0
1907110,0
1907122,0
1907133,0
1907144,0
1907155,0
1907168,0
1907179,0
1907190,0
1907202,0
1907213,0
1907224,0
1907236,0
1907248,0
1907259,0
1907270,0
1907281,0
1907293,0
1907305,0
1907316,0
1907328,0
1907339,0
1907350,0
1907361,0
1907374,0
1907385,0
1907396,0
1907407,0
1907419,0
